Tweets,Category
"Pyaar ek Dhoka ho sakta hai, par Ola Prime Play Par entertainment nahi. Mumbaikars, head to @AllIndiaBakchod #PyaarEkDhokaHai  https://t.co/KdFGpazmQu tomorrow, and use code PYAARDHOKA to get Flat Rs.50 Off on your two PrimePlay rides.",1
"This #ValentinesDay, if you're #SwipingRight, then youd love this. Take an Ola Prime Play and enjoy the musical ride with a medley of songs, #PlayedWithLove especially for you. https://t.co/7UdeZ2DfZG",1
"This #ValentinesDay, if you're #friendzoned, this one is for you. Take an Ola Prime Play and enjoy the musical ride with a medley of songs, #PlayedWithLove especially for you. https://t.co/WezmJH0Vnd",1
"This #ValentinesDay, if you're #Taken and committed for life, Take an Ola Prime Play with your partner and enjoy the musical ride with a medley of songs, #PlayedWithLove especially for you. https://t.co/PMRfUi5nzG",1
Ola has emerged as the No. 1 brand amongst all online services in the country by the @EconomicTimes Brand Equity Most Trusted Brands 2017 annual survey. https://t.co/0CfmQ5Unqj,1
"Ola Auto Driver Partners at the launch of 'Auto Unnati' - A comprehensive benefit programme for our Auto Driver Partners in Bengaluru!
Read more https://t.co/jXRVB413RL https://t.co/rtN6GwYGY1",1
@iyengarrukmani @EconomicTimes Really.,0
"Take an Ola back home and ensure that you're all settled in to cheer @ChennaiyinFC in their match against @FCGoaOfficial tonight! #GOACHE 
Match kicks off at 8PM.
#PoduMachiGoalu #LetsFootball https://t.co/wD0oKCbIvX",1
"@RujuRockks @TarakKalsekar @poonam_216 @vinitajadhav25 @geetapriya @ShriyaJ03 @meetaj86 @yashj1621 @piyushaj1986 @dhritipalav1 @mansirao86 @aparnashah1021 @sohamnaik03 Great choice, Rujuta! You've been selected as one of the winners of #GrammysWithPrimePlay. 
Please check your DM for your prize!",1
"@SushmaSonu2 @SanaTokre @ShivaniKesarwa2 @pavnisharma17 @thatsaffrongirl Great choice, Sushma! You've been selected as one of the winners of #GrammysWithPrimePlay. 
Please check your inbox for your prize!",1
"@7thNovember @wagheladaksha @coolhansa @ghunjain @NehalRoys @fajadwet @kinjalshah1506 @ThakorVaishnavi @kesarwani_naira Congrats Vishal! You've been selected as one of the winners of #GrammysWithPrimePlay. 
Please check your inbox for your prize!",1
"Are you a crazy @ChennaiyinFC fan? Would you love to catch them live in action in their home turf? 
We have something coming up just for you! RT &amp; Spread the word. #StayTuned
#LetsFootball #PoduMachiGoalu #OlaSoccerMania",1
"Define your love for @ChennaiyinFC in 3 words! 
The most innovative and crazy answers will get a chance to watch the team up close and live in the coming matches. #LetsFootball #PoduMachiGoalu #OlaSoccerMania",1
"@2WeeditOut @ChennaiyinFC Congrats, Monsieur. You've been selected as one of the winners for witnessing your favourite team playing in their home turf. 
Please check your DM for further details.",1
@2WeeditOut @ChennaiyinFC And you have to follow us for the DM ??,0
"@Sanjai1507 @ChennaiyinFC Congrats, Sanjai. You've been selected as one of the winners for witnessing your favourite team playing in their home turf. Please check your DM for further details.",1
@Sanjai1507 @ChennaiyinFC Follow us for the DM ??,0
"@shiv25prasad @ChennaiyinFC Congrats, Shiva. You've been selected as one of the winners for witnessing your favourite team playing in their home turf. Please check your DM for further details.",1
"@AravindRock1 @ChennaiyinFC Congrats, Aravind. You've been selected as one of the winners for witnessing your favourite team playing in their home turf. Please check your DM for further details.",1
"@dazler65 @ChennaiyinFC Congrats, Rajeev. You've been selected as one of the winners for witnessing your favourite team playing in their home turf. Please check your DM for further details.",1
"@raphaelsandyjr @ChennaiyinFC Congrats, Raphael. You've been selected as one of the winners for witnessing your favourite team playing in their home turf. Please check your DM for further details.",1
"@siddharth_atri @ChennaiyinFC Congrats, Siddhath. You've been selected as one of the winners for witnessing your favourite team playing in their home turf. Please check your DM for further details.",1
"@sudharsankn @ChennaiyinFC Congrats, Sudharsan. You've been selected as one of the winners for witnessing your favourite team playing in their home turf. Please check your DM for further details.",1
"@Riswanth4 @ChennaiyinFC Congrats, Riswanth. You've been selected as one of the winners for witnessing your favourite team playing in their home turf. Please check your DM for further details.",1
"@imjagan3 @ChennaiyinFC Congrats, Jagan. You've been selected as one of the winners for witnessing your favourite team playing in their home turf. Please check your DM for further details.",1
"@RatanSharda55 @PMOIndia Dear Ratan, as per the RBI Master Directions 2017, KYC verification is required for continued usage of your Ola Money Wallet. 
For more details, head to https://t.co/UgZDszuvP5",1
".@TheViralFever We're happy to have been part of Tankesh's journey! 
After all #SabQtiyapaHai",1
"How you wish if you could timelapse your way through the bustling traffic!! ?
Well, we have the next best thing! Take an Ola #PrimePlay. Indulge in entertainment on the go, and forget the traffic woes.?
#OlaPlay #Timelapse #NightIsYoung https://t.co/67b7QW6gwO",1
"His name is Mallappa.
He drives an Ola cab for living in Bengaluru.
See how fluently he talks in Samskritam ??

Probably India's first Sanskrit speaking @Olacabs driver. https://t.co/iVum3H2B8e",0
"@SrishtiRaj19 Thanks for bringing this to our attention, Srishti. We're proud to partner with Mr.Jingyanshu. We'll ensure that he's recognized and rewarded for his actions. #HeroesOfOla",1
"Ola, Aizawl! Let's start our ride together. 
We're happy to join hands with the Government of Mizoram to offer mobility solutions in the city of Aizawl, enabling reliable, affordable and convenient commute. 
To know more - https://t.co/OITQb4guZO
@AZL_NIELIT @SmartCityAizawl https://t.co/Fu8pB2qrr2",1
"We are happy to partner with #Delhi Division of @RailwayNorthern to improve your Ola booking experience from New Delhi, Anand Vihar, Old Delhi, Sarai Rohilla and Hazrat Nizamuddin Railway stations.
Know more -  https://t.co/NS2OmkxsdW https://t.co/L9d6pA2GwF",1
Just had an amazing experience inside @Olacabs Delhi- the car's audio system greeted me and auto connected to the wifi including connecting to the audio system to play the music of my choice from my phone! This is absolutely amazing! Great work @Olacabs - you're now my favourite!,1
@rvsntweets Welcome to the Prime life ??,1
"Here's wishing you all a very happy, colourful and joyous #Holi.
This Holi, leave your car at home and enjoy the specially curated #RangBarse playlist on #OlaPrimePlay ????
#HappyHoli https://t.co/pcwc5psL55",1
@SomaniRachna Ola Auto!! #BulayaKya https://t.co/MZkVXrq5ig,0
"@MindString Thanks a lot! ??
We're very excited to know that  you loved the Ola Auto experience.",1
"My Ola driver wasn't clear enough over repeated calls. I'd made up my mind to rate him low after my ride BUT this 'small note' inside the car melted me.

Such a nice gesture to ensure #customer satisfaction. Won my heart.?? Dear @Olacabs, he deserves something special. :) https://t.co/u7Di8ukhKk",1
"Not just on Women's day, but everyday; 
We're here to take you where you need to go!
Featuring @sumukhisuresh https://t.co/Mia3Rn4HoA",0
"Congrats @prasen007! Hope you have a magical time in the city of love! 
#OlaToParisContest #Mumbai https://t.co/OFXiQEK8ZM",1
When the day starts like this! Cheers to @Olacabs https://t.co/Q7yBcygK7n,1
"@RSDeepika Wish you a wonderful day, Deepika! ??",1
@devratthakkar ????,0
"@Olacabs @clubmahindra Thanks a lot for making our dream come true, as we just won a Paid Trip to Paris for 2 !!! This is an out of the world feeling specially for my loving wife Vasundhara who is the Lucky winner of this contest. #Love#is#in#Paris#The#City#of#Love#is#calling!!! https://t.co/r8yj2Oc1iA",1
"Turn on the music and turn it up loud! Take a break from the weekly humdrum and listen to #OlaPrimePlay on your way back home. 
#PlayWithOlaPlay https://t.co/laT0wiCypC",0
Heres some #MondayMotivation. Thank you @YourStoryCo ?? https://t.co/lxUpK6zoJU https://t.co/awcJgFS7hP,1
@majidshaikhm That really sounds wonderful! Please share your CRN to help us pass on your feedback to our driver partner.,1
Make way for the Auto #AutoBoleTohOlaAuto https://t.co/oyNr5BNeco,0
"#PeeRoomConversations #GurugramChapter Panelists on how  #PeeSafe and @olacabs offering a safe travel experience for all

Now be doubly safe while moving out of your house with PeeSafe and #Ola  #toiletseatsanitizer #toiletseatsanitizerspray #sanitation #care#delhitravel  #ihave https://t.co/JFC9Ia5xtM",1
"We know your busy schedules, and we would love to help you maintain your productivity, even on the go.
#OlaPrime, with free WiFi now lets you continue your work during your ride.
#WorkFromOla https://t.co/37mRkqh05C",1
"@NikunjK8 @bhash All props to our engineers on this one ??????
And many thanks for the shout-out, Nikunj. We'd love to keep you entertained both on and off your rides ??",1
@ujjalroy2906 Thanks for the feedback Roy. We will share it with the relevant team.,1
"Mr Pranav Mehta, Dir (Ops), @Olacabs alongwith #OlaSainiks presented a cheque to Secretary @KSBSectt for Rs8,03,293/- for the #ArmedForcesFlagDayFund. This contribution is a collective effort of the employees and driver partners towards #AFFDF. https://t.co/3bSWjqfGRA",0
"@KSBSectt It gives us immense pleasure to join hands with our employees and driver partners, together as one Ola family in collecting and presenting a small contribution towards the Armed Forces Flag Day Fund. #AFFDF #OlaSainiks",1
"The night is young, hop in an Ola and enjoy the night lights of your city. 
Also, don't forget to share your photos of your city's beauty at night using #MyCityAtNightWithOla https://t.co/6JgdEFiUt9",1
"We wish you all success, joy, and love as you start this new journey!
Wish you a very happy Ugadi &amp; Gudi Padwa!

#Ugadi #GudiPadwa https://t.co/5DlBUA9MVJ",1
A big congratulations to @ChennaiyinFC on their latest victory and winning the #HeroISL title once again. ???? https://t.co/v4oJsA0Krv,1
"When we said we wanted to shoot for moon, we didn't literally mean it ;) However, while we fix this issue, you can always take a flight to another country :)",1
"We've partnered with #Secunderabad, #Hyderabad and #Kacheguda railway divisions of @SCRailwayIndia to simplify the mobility experience for railway passengers. 
Now, it's more convenient for you to book and locate your cab through Ola Kiosks and Ola Zones. @DRMSecunderabadOla https://t.co/j2Kx4UCyK6",0
We are delighted to be featured in @LinkedIn India's Top Companies list for the third consecutive year! ?? https://t.co/qqyXSmeo7Q,1
"#Mumbai The strike is being called off with immediate effect. With every passing hour, more and more of our cabs are getting back on the road to service the mobility needs of all Mumbaiites.
Thank you for your continued trust and understanding.",1
"@saifhashmi @Ola_Hyderabad Thanks for the shout-out, Saif. ??????",1
"Want to win @saregamaglobal's Carvaan? 
We have a contest just for you #OlaPlayWithCarvaan.
#StayTuned",1
"The #OlaPlayWithCarvaan contest will consist of 3 parts. 
Participate in all 3, and the lucky winner will take home a @saregamaglobal's Carvaan.
Part 1 coming up shortly.",1
"Here's the first part of the #OlaPlayWithCarvaan. 
Stop the video at the right moment, and share the screenshot as a reply using the hashtag #OlaPlayWithCarvaan, and your city name. https://t.co/1jcOsAKkxH",0
"The second part of the contest. Create your playlist of 5 retro songs from Carvaan that you want to dedicate to your loved ones using #OlaPlayWithCarvaan.
Here's the song list for you to choose from https://t.co/qHw7pfJkJp
PS: Feel free to tag your loved ones to your tweet ??",1
"Here's the last part of the contest. 

Music, nostalgia and travel, the best mix for a Friday evening. #FridayFeeling 
Suggest us a song that fits the above criteria using #OlaPlayWithCarvaan.",1
"And the winner of #OlaPlayWithCarvaan, who would be flaunting their new @SaregamGlobal's Carvaan is...... *drum roll* 
@ApprovedAW  
@saregamaglobal",1
"On Prime Play, there's something entertaining for everyone. Now, young ones can enjoy their favourite nursery rhymes with our latest addition - @JugnuKids.
#NowPlaying #OlaPrimePlay https://t.co/jat4BF9VmZ",1
"Its time to make a difference this #EarthHour. Choose ride sharing with Ola Share &amp; join the #GiveUp movement here https://t.co/x1Da55P3bz. 
Every action matters #FarakPadtaHai https://t.co/rC2AbTvaFX",1
Food filled sunday morning with #BreakfastCrawlWithOlaRentals @Olacabs https://t.co/Ew3JDQDAbd,0
Weve got news. Stay tuned! https://t.co/tpcy6vRCLC,0
".@foodpandaIndia, your Panda booked a cab on Ola #SpotThePanda https://t.co/H7GqwZ8yeL",0
@sayara_khan Stay tuned :),1
"Instant hyperlocal news brought to you by our million-strong driver partners, present in over 110 cities across India. Find out more here: https://t.co/cJmql2gqoK  #NewsYouCanUse https://t.co/q2GkUVdJuv",0
"Find out the update on 10-hour long power cut in Niladri Vihar. For more such hyperlocal news updates, visit: https://t.co/cJmql1YP0a 
#NewsYouCanUse https://t.co/RLIRbXc6bm",0
"New revolutionary journalism alert from @Olacabs , powered by its one million drivers-turned hyper local reporters. https://t.co/zmcNWhbkSG",1
"What is causing traffic snarls this Monday morning? Head here for more such hyperlocal news: https://t.co/cJmql1YP0a
#NewsYouCanUse https://t.co/kQAnCYpVv7",0
We sure know you are ;) https://t.co/cO7kzntYde,1
